tribunal,codigo_orgao,municipio,uf,nome_orgao,grau,cp_apr_2024,cp_apr_2025,%cp,sus_apr_2024,sus_apr_2025,%sus,cn_12_meses,tbaix_12_meses,desp_12_meses,decinc_12_meses,sentcm_12_meses,sentsm_12_meses,procsm100_apr_2025,conc100_apr_2025,tpsent_12_meses,tpcpl_apr_2025,tc_apr_2025,iad_12_meses
TJSP,9609,FRANCISCO MORATO,SP,01 CUMULATIVA DE FRANCISCO MORATO,"G1, JE",14.899,13.963,-6.3,985.0,1.433,45.5,4.221,4.568,2.246,11.655,2.288,689.0,3.987,147.0,30.0,43.0,73.0,108.0
TJSP,10961,SAO JOSE DO RIO PRETO,SP,EXECUCOES CRIMINAIS DE SAO JOSE DO RIO PRETO,G1,20.685,22.201,7.3,321.0,546.0,70.1,3.476,1.421,5.384,8.715,6.422,0.0,11.629,177.0,36.0,43.0,94.0,41.0
TJSP,9418,BOTUCATU,SP,SAF DE BOTUCATU,G1,10.999,7.013,-36.2,5.987,3.852,-35.7,74.0,3.936,3.645,3.292,1.656,1.868,872.0,1.0,80.0,43.0,45.0,5.319
TJSP,82524,SAO PAULO,SP,CARTORIO DA DIPO 4 - SECAO 4.2.1,"G1, JE",593.0,451.0,-23.9,42.0,34.0,-19.0,336.0,506.0,457.0,1.266,15.0,5.0,242.0,12.0,3.0,43.0,45.0,151.0
TJSP,74000,PANORAMA,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - PANORAMA,G1,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,43.0,100.0,
TJSP,10595,SAO PAULO,SP,31 CIVEL DE CENTRAL,"G1, JE",15.298,16.131,5.4,5.616,6.248,11.3,4.918,3.938,7.622,21.294,2.658,1.258,2.216,91.0,12.0,43.0,71.0,80.0
TJSP,9254,ADAMANTINA,SP,02 CUMULATIVA DE ADAMANTINA,"G1, JE",4.541,4.732,4.2,1.3,1.382,6.3,2.447,2.224,7.431,8.518,1.717,280.0,955.0,16.0,19.0,43.0,60.0,91.0
TJSP,9888,MAUA,SP,SAF DE MAUA,G1,128.255,59.784,-53.4,65.261,18.366,-71.9,846.0,69.178,646.0,15.932,3.805,66.032,33.624,44.0,101.0,43.0,37.0,8.177
TJSP,18332,MOGI DAS CRUZES,SP,03 CRIMINAL DE MOGI DAS CRUZES,"G1, JE",10.892,9.256,-15.0,719.0,1.153,60.4,2.062,3.661,2.372,8.443,1.81,9.0,4.367,330.0,32.0,43.0,69.0,178.0
TJSP,59897,JABOTICABAL,SP,TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 42 C.J. - JABOTICABAL DE JABOTICABAL,TR,1.457,12.0,-99.2,867.0,0.0,-100.0,166.0,1.75,394.0,12.0,115.0,0.0,1.0,0.0,30.0,43.0,1.0,1.054
TJSP,10174,RIBEIRAO PRETO,SP,07 VARA CIVEL DE RIBEIRAO PRETO,"G1, JE",16.099,15.586,-3.2,3.282,3.713,13.1,4.48,4.816,10.436,12.342,3.2,1.037,663.0,178.0,23.0,43.0,71.0,108.0
TJSP,9992,OSASCO,SP,04 CRIMINAL DE OSASCO,"G1, JE",3.421,3.77,10.2,1.088,1.363,25.3,1.113,870.0,3.634,1.455,664.0,1.0,812.0,20.0,33.0,43.0,73.0,78.0
TJSP,10394,SAO PAULO,SP,04 FAMILIA SUCESSOES DE SANTANA,G1,6.775,7.083,4.5,1.056,1.245,17.9,2.856,2.49,735.0,19.05,1.742,750.0,1.899,12.0,17.0,43.0,70.0,87.0
TJSP,10152,REGENTE FEIJO,SP,VARA UNICA DE REGENTE FEIJO,"G1, JE",11.929,10.804,-9.4,4.196,3.846,-8.3,2.621,3.862,10.119,5.942,2.308,1.35,1.479,38.0,51.0,43.0,64.0,147.0
TJSP,10584,SAO PAULO,SP,20 CIVEL DE CENTRAL,"G1, JE",14.135,15.401,9.0,5.076,5.802,14.3,5.019,3.489,1.444,24.188,2.985,882.0,2.3,55.0,15.0,42.0,73.0,70.0
TJSP,9577,ELDORADO,SP,VARA UNICA DE ELDORADO,"G1, JE",4.749,3.482,-26.7,1.338,1.132,-15.4,1.473,2.697,2.766,3.054,875.0,943.0,590.0,55.0,32.0,42.0,46.0,183.0
TJSP,70921,SAO PAULO,SP,11ª CÂMARA DE DIREITO PÚBLICO,G2,4.527,4.47,-1.3,1.817,985.0,-45.8,3.975,4.038,5.027,5.004,415.0,485.0,961.0,213.0,6.0,42.0,46.0,102.0
TJSP,9772,ITUVERAVA,SP,02 CUMULATIVA DE ITUVERAVA,"G1, JE",4.573,4.752,3.9,1.209,1.472,21.8,1.818,1.557,11.057,3.35,1.187,219.0,547.0,14.0,16.0,42.0,68.0,86.0
TJSP,9303,ARACATUBA,SP,VARA DAS EXECUCOES CRIMINAIS E DA INFANCIA E DA JUVENTUDE DA COMARCA DE ARACATUBA,G1,13.906,16.379,17.8,1.051,1.156,10.0,3.286,4.367,4.256,8.211,4.404,242.0,9.091,183.0,38.0,42.0,78.0,133.0
TJSP,73915,CAIEIRAS,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - CAIEIRAS,G1,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,42.0,100.0,
TJSP,85319,CAIEIRAS,SP,CEJUSC - PRÉ-PROCESSUAL,G1,1.0,1.0,0.0,0.0,0.0,,35.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,,42.0,3.0,100.0
TJSP,9257,AGUAÍ,SP,VARA UNICA DE AGUAI,"G1, JE",7.399,6.538,-11.6,2.368,2.429,2.6,2.251,3.076,11.548,3.958,1.807,638.0,1.509,17.0,26.0,42.0,57.0,137.0
TJSP,10343,SAO JOSE DO RIO PRETO,SP,06 CIVEL DE SAO JOSE DO RIO PRETO,"G1, JE",15.691,14.379,-8.4,3.313,3.453,4.2,4.484,5.707,6.437,11.589,5.619,871.0,1.592,93.0,31.0,42.0,66.0,127.0
TJSP,10448,SAO PAULO,SP,01 CIVEL DE PENHA,"G1, JE",13.694,14.16,3.4,4.617,5.083,10.1,3.48,3.118,127.0,21.166,2.748,841.0,1.934,47.0,22.0,42.0,74.0,90.0
TJSP,10517,SAO PAULO,SP,10 CRIMINAL DE CENTRAL,"G1, JE",4.499,2.856,-36.5,1.043,1.031,-1.2,762.0,1.55,1.305,4.855,916.0,7.0,430.0,21.0,28.0,42.0,54.0,203.0
TJSP,10703,SUZANO,SP,02 CRIMINAL DE SUZANO,"G1, JE",6.816,5.419,-20.5,341.0,386.0,13.2,1.354,3.265,6.851,3.513,1.153,8.0,1.73,47.0,36.0,42.0,61.0,241.0
TJSP,10669,SOROCABA,SP,01 CIVEL DE SOROCABA,"G1, JE",16.196,17.105,5.6,4.185,4.731,13.0,3.536,2.621,5.437,11.207,1.739,693.0,1.657,858.0,30.0,42.0,82.0,74.0
TJSP,76815,SAO PAULO,SP,BARRA FUNDA - DIPO 3 - SEÇÃO 3.1.1,"G1, JE",411.0,362.0,-11.9,12.0,11.0,-8.3,387.0,378.0,619.0,1.424,19.0,5.0,142.0,11.0,9.0,42.0,48.0,98.0
TJSP,59825,JAU,SP,02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 33 C.J. - JAU DE JAU,TR,69.0,11.0,-84.1,47.0,1.0,-97.9,3.0,76.0,115.0,6.0,3.0,0.0,2.0,2.0,24.0,42.0,7.0,2.533
TJSP,10626,SAO PAULO,SP,02 FALENCIAS  RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL,"G1, JE",10.72,5.098,-52.4,331.0,1.108,234.7,3.682,9.399,671.0,30.193,893.0,1.221,199.0,43.0,26.0,42.0,30.0,255.0
TJSP,10432,SAO PAULO,SP,04 CIVEL DE LAPA,"G1, JE",11.377,11.873,4.4,3.41,4.07,19.4,5.018,4.325,1.419,42.671,2.978,1.019,1.941,53.0,14.0,42.0,64.0,86.0
TJSP,85486,OSASCO,SP,CEJUSC - PRÉ-PROCESSUAL,G1,11.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,42.0,100.0,
TJSP,9952,MONTE MOR,SP,01 CUMULATIVA DE MONTE MOR,"G1, JE",9.54,8.473,-11.2,2.396,1.845,-23.0,2.258,2.444,871.0,8.533,1.348,428.0,1.411,216.0,24.0,42.0,73.0,108.0
TJSP,10275,SANTOS,SP,07 CIVEL DE SANTOS,"G1, JE",7.595,7.835,3.2,4.17,4.45,6.7,2.039,1.719,11.193,5.086,1.284,206.0,871.0,13.0,17.0,42.0,66.0,84.0
TJSP,10081,PIRAPOZINHO,SP,01 CUMULATIVA DE PIRAPOZINHO,"G1, JE",8.607,7.818,-9.2,2.591,2.683,3.6,2.034,2.823,6.424,5.599,2.107,596.0,1.138,27.0,44.0,42.0,65.0,139.0
TJSP,9457,CAMPINAS,SP,06 CIVEL DE CAMPINAS,"G1, JE",12.961,13.345,3.0,3.824,4.071,6.5,4.118,3.291,1.693,16.863,3.164,619.0,1.017,481.0,40.0,42.0,74.0,80.0
TJSP,10120,PRESIDENTE EPITACIO,SP,01 CUMULATIVA DE PRESIDENTE EPITACIO,"G1, JE",10.806,9.354,-13.4,5.518,4.49,-18.6,3.268,4.713,8.449,6.56,2.631,1.476,1.338,27.0,80.0,42.0,51.0,144.0
TJSP,10642,SAO VICENTE,SP,02 CIVEL DE SAO VICENTE,"G1, JE",5.418,5.555,2.5,2.293,2.458,7.2,2.189,1.978,6.009,11.334,1.154,326.0,736.0,33.0,14.0,42.0,61.0,90.0
TJSP,10578,SAO PAULO,SP,14 CIVEL DE CENTRAL,"G1, JE",10.797,10.658,-1.3,2.664,2.939,10.3,5.462,5.314,33.291,27.997,3.675,1.224,1.591,33.0,12.0,42.0,59.0,97.0
TJSP,10526,SAO PAULO,SP,19 CRIMINAL DE CENTRAL,"G1, JE",2.684,2.597,-3.2,736.0,864.0,17.4,791.0,948.0,3.274,2.558,898.0,5.0,794.0,20.0,24.0,42.0,65.0,120.0
TJSP,14092,SAO JOAO DA BOA VISTA,SP,CRIMINAL DE SAO JOAO DA BOA VISTA - INATIVO,"G1, JE",7.146,7.713,7.9,740.0,935.0,26.4,1.656,1.31,2.148,3.608,1.199,254.0,4.36,135.0,26.0,42.0,84.0,79.0
TJSP,10276,SANTOS,SP,08 CIVEL DE SANTOS,"G1, JE",7.37,7.518,2.0,3.298,3.319,0.6,2.231,1.995,7.597,5.537,1.526,267.0,994.0,23.0,22.0,42.0,68.0,89.0
TJSP,10681,SOROCABA,SP,04 CRIMINAL DE SOROCABA,"G1, JE",828.0,723.0,-12.7,277.0,280.0,1.1,331.0,453.0,3.024,1.601,342.0,1.0,156.0,2.0,19.0,42.0,49.0,137.0
TJSP,9695,IGUAPE,SP,02 CUMULATIVA DE IGUAPE,"G1, JE",6.268,6.842,9.2,409.0,455.0,11.2,1.844,1.352,6.071,4.639,946.0,259.0,1.809,180.0,32.0,42.0,83.0,73.0
TJSP,59887,CATANDUVA,SP,TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 15 C.J. - CATUNDUVA DE CATANDUVA,TR,486.0,102.0,-79.0,435.0,70.0,-83.9,2.0,397.0,300.0,10.0,104.0,0.0,2.0,1.0,65.0,42.0,1.0,19.85
TJSP,73895,ATIBAIA,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - ATIBAIA,G1,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,42.0,100.0,
TJSP,9631,GUAIRA,SP,01 CUMULATIVA DE GUAIRA,"G1, JE",8.031,7.544,-6.1,2.621,2.599,-0.8,1.862,2.309,6.096,5.978,1.601,933.0,1.296,14.0,68.0,42.0,68.0,124.0
TJSP,17835,SANTOS,SP,03 FAZENDA PUBLICA DE SANTOS,"G1, JE",68.097,31.935,-53.1,36.142,16.603,-54.1,1.621,38.286,6.033,23.497,4.363,30.485,4.139,3.0,69.0,42.0,29.0,2.362
TJSP,78474,SANTANA DE PARNAIBA,SP,SEF DE SANTANA DE PARNAIBA,G1,38.534,34.822,-9.6,2.322,2.077,-10.6,142.0,8.088,6.336,14.41,3.132,5.83,24.043,23.0,71.0,42.0,80.0,5.696
TJSP,10274,SANTOS,SP,06 CIVEL DE SANTOS,"G1, JE",7.902,8.052,1.9,3.478,3.61,3.8,1.904,1.609,18.52,5.135,1.297,221.0,964.0,53.0,20.0,42.0,73.0,85.0
TJSP,10779,VIRADOURO,SP,VARA UNICA DE VIRADOURO,"G1, JE",18.214,7.06,-61.2,6.052,2.051,-66.1,3.113,14.157,5.877,5.562,1.673,12.225,1.05,74.0,99.0,42.0,26.0,455.0
TJSP,74603,CRUZEIRO,SP,SETOR DE EXECUÇÕES FISCAIS DE CRUZEIRO,G1,11.174,4.026,-64.0,5.12,1.416,-72.3,303.0,8.39,1.998,6.005,1.198,6.542,509.0,4.0,76.0,42.0,24.0,2.769
TJSP,71062,SAO PAULO,SP,2º GRUPO DE CÂMARAS DE DIREITO PRIVADO,G2,107.0,95.0,-11.2,1.0,1.0,0.0,70.0,82.0,68.0,278.0,6.0,21.0,21.0,5.0,5.0,41.0,53.0,117.0
TJSP,9466,CAMPINAS,SP,04 CRIMINAL DE CAMPINAS,"G1, JE",992.0,870.0,-12.3,283.0,279.0,-1.4,505.0,579.0,1.675,2.358,493.0,1.0,248.0,2.0,17.0,41.0,50.0,115.0
TJSP,73909,BRAGANCA PAULISTA,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - BRAGANCA PAULISTA,G1,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,41.0,100.0,
TJSP,76849,SAO PAULO,SP,SETOR DE CONCILIAÇÃO - UNINOVE,G1,29.0,31.0,6.9,0.0,0.0,,39.0,37.0,40.0,0.0,0.0,0.0,30.0,0.0,,41.0,46.0,95.0
TJSP,73896,AVARE,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - AVARE,G1,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,41.0,100.0,
TJSP,9720,ITAPECERICA DA SERRA,SP,03 CUMULATIVA DE ITAPECERICA DA SERRA,"G1, JE",6.382,6.668,4.5,954.0,1.015,6.4,2.423,2.165,1.501,6.872,1.175,537.0,1.764,58.0,19.0,41.0,72.0,89.0
TJSP,9801,JAU,SP,SAF DE JAU,G1,70.037,50.036,-28.6,39.896,24.158,-39.4,2.866,22.823,11.841,17.558,3.283,20.415,9.27,21.0,117.0,41.0,53.0,796.0
TJSP,10175,RIBEIRAO PRETO,SP,08 VARA CIVEL DE RIBEIRAO PRETO,"G1, JE",15.832,16.218,2.4,3.334,3.669,10.0,4.338,3.88,13.65,8.602,2.727,849.0,699.0,46.0,29.0,41.0,76.0,89.0
TJSP,9649,GUARUJA,SP,01 CRIMINAL DE GUARUJA,"G1, JE",3.791,2.843,-25.0,506.0,466.0,-7.9,1.366,2.858,2.072,6.577,2.439,9.0,1.02,14.0,31.0,41.0,45.0,209.0
TJSP,10308,SAO CAETANO DO SUL,SP,03 CIVEL DE SAO CAETANO DO SUL,"G1, JE",6.461,6.864,6.2,3.033,3.091,1.9,1.95,1.513,3.56,5.215,1.144,224.0,874.0,30.0,18.0,41.0,71.0,78.0
TJSP,70860,SAO PAULO,SP,13ª CÂMARA DE DIREITO PRIVADO,G2,11.527,10.805,-6.3,2.059,2.291,11.3,15.224,11.861,12.725,11.946,1.043,1.113,1.307,1.618,4.0,41.0,42.0,78.0
TJSP,10178,RIBEIRAO PRETO,SP,01 FAMILIA SUCESSOES DE RIBEIRAO PRETO,"G1, JE",11.554,11.018,-4.6,712.0,1.008,41.6,2.559,3.295,8.869,11.761,2.318,827.0,1.313,285.0,31.0,41.0,75.0,129.0
TJSP,76818,SAO PAULO,SP,BARRA FUNDA - DIPO 3 - SEÇÃO 3.2.2,"G1, JE",523.0,378.0,-27.7,4.0,10.0,150.0,262.0,442.0,481.0,1.104,15.0,9.0,172.0,14.0,10.0,41.0,45.0,169.0
TJSP,10430,SAO PAULO,SP,02 CIVEL DE LAPA,"G1, JE",14.318,14.453,0.9,2.956,3.604,21.9,4.957,4.628,13.305,15.169,3.347,1.076,1.332,270.0,24.0,41.0,70.0,93.0
TJSP,10770,VALPARAISO,SP,01 CUMULATIVA DE VALPARAISO,"G1, JE",8.735,7.892,-9.7,1.681,1.625,-3.3,2.275,2.971,6.821,5.366,2.316,603.0,1.926,8.0,32.0,41.0,68.0,131.0
TJSP,10172,RIBEIRAO PRETO,SP,05 VARA CIVEL DE RIBEIRAO PRETO,"G1, JE",16.52,15.946,-3.5,4.471,5.236,17.1,4.894,5.195,17.816,13.329,3.563,959.0,1.069,112.0,23.0,41.0,67.0,106.0
TJSP,76817,SAO PAULO,SP,BARRA FUNDA - DIPO 3 - SEÇÃO 3.2.1,"G1, JE",535.0,414.0,-22.6,9.0,7.0,-22.2,319.0,415.0,564.0,1.213,18.0,5.0,175.0,15.0,8.0,41.0,49.0,130.0
TJSP,10335,SAO JOSE DO RIO PARDO,SP,01 CUMULATIVA DE SAO JOSE DO RIO PARDO,"G1, JE",8.024,7.81,-2.7,1.782,1.662,-6.7,2.029,2.319,4.901,5.023,1.524,5.096,1.886,69.0,135.0,41.0,73.0,114.0
TJSP,9787,JACUPIRANGA,SP,01 CUMULATIVA DE JACUPIRANGA,"G1, JE",7.151,5.265,-26.4,1.555,2.014,29.5,1.571,3.809,9.48,4.574,1.145,2.234,728.0,17.0,42.0,41.0,46.0,242.0
TJSP,10894,RIBEIRAO PRETO,SP,VARA JUIZADO ESPECIAL CRIMINAL DE RIBEIRAO PRETO,"G1, JE",3.366,3.475,3.2,31.0,28.0,-9.7,1.125,904.0,701.0,913.0,494.0,7.0,1.563,406.0,28.0,41.0,79.0,80.0
TJSP,10935,SANTA ISABEL,SP,02 CUMULATIVA DE SANTA ISABEL,"G1, JE",5.957,5.897,-1.0,1.262,1.346,6.7,2.006,2.072,3.235,12.824,1.29,458.0,838.0,39.0,29.0,41.0,68.0,103.0
TJSP,77117,SAO PAULO,SP,00ª CJ - CAPITAL - VARA PLANTÃO - CAPITAL INFÂNCIA,G1,49.0,44.0,-10.2,8.0,3.0,-62.5,94.0,0.0,6.0,104.0,2.0,0.0,25.0,0.0,0.0,41.0,100.0,0.0
TJSP,9906,MIRANTE DO PARANAPANEMA,SP,VARA UNICA DE MIRANTE DO PARANAPANEMA,"G1, JE",7.45,6.609,-11.3,1.366,1.429,4.6,2.015,2.82,8.976,4.583,1.979,835.0,1.365,11.0,47.0,41.0,65.0,140.0
TJSP,10235,SANTO ANDRE,SP,04 CIVEL DE SANTO ANDRE,"G1, JE",10.031,10.016,-0.1,2.861,3.349,17.1,3.264,3.217,14.862,6.758,2.22,583.0,983.0,53.0,19.0,41.0,67.0,99.0
TJSP,9988,OSASCO,SP,JURI/EXECUCOES DE OSASCO,"G1, JE",8.887,6.24,-29.8,111.0,257.0,131.5,1.681,4.819,6.676,2.58,3.506,18.0,2.284,118.0,36.0,41.0,56.0,287.0
TJSP,73966,JAU,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - JAU,G1,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,41.0,100.0,
TJSP,10169,RIBEIRAO PRETO,SP,02 CIVEL DE RIBEIRAO PRETO,"G1, JE",15.493,16.592,7.1,3.783,4.053,7.1,4.346,3.369,1.628,12.649,2.414,647.0,3.092,744.0,26.0,41.0,79.0,78.0
TJSP,10190,RIO CLARO,SP,01 CUMULATIVA DE ITIRAPINA,"G1, JE",7.02,5.971,-14.9,815.0,787.0,-3.4,1.216,2.357,4.885,3.681,1.692,443.0,1.047,61.0,33.0,41.0,69.0,194.0
TJSP,17572,SAO PAULO,SP,01 CIVEL DE BUTANTA,"G1, JE",10.466,10.856,3.7,3.748,3.872,3.3,3.57,3.132,36.0,29.415,2.021,514.0,1.651,386.0,17.0,41.0,69.0,88.0
TJSP,59818,SAO CARLOS,SP,02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 12 C.J. - SAO CARLOS DE SAO CARLOS,TR,90.0,6.0,-93.3,66.0,1.0,-98.5,2.0,93.0,67.0,12.0,4.0,0.0,2.0,2.0,29.0,41.0,5.0,4.65
TJSP,85548,SUZANO,SP,CEJUSC - PRE-PROCESSUAL,G1,16.0,17.0,6.2,0.0,0.0,,18.0,17.0,16.0,0.0,0.0,0.0,14.0,0.0,,41.0,50.0,94.0
TJSP,17584,SAO PAULO,SP,04 CIVEL DE PENHA,"G1, JE",11.254,11.744,4.4,4.493,5.079,13.0,3.788,3.287,8.164,14.881,2.25,758.0,1.359,37.0,14.0,40.0,67.0,87.0
TJSP,18308,MOGI DAS CRUZES,SP,01 VARA DA FAMÍLIA E DAS SUCESSÕES DE MOGI DAS CRUZES - INATIVADA,G1,122.0,122.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,,40.0,100.0,
TJSP,9534,COTIA,SP,02 CIVEL DE COTIA,"G1, JE",16.621,17.496,5.3,4.951,5.269,6.4,5.595,13.127,15.753,15.088,2.983,1.144,3.336,47.0,20.0,40.0,48.0,235.0
TJSP,74036,SAO BERNARDO DO CAMPO,SP,CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - SAO BERNARDO DO CAMPO,G1,18.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,40.0,100.0,
TJSP,9341,ATIBAIA,SP,02 CRIMINAL DE ATIBAIA,"G1, JE",495.0,455.0,-8.1,224.0,222.0,-0.9,307.0,453.0,5.338,828.0,301.0,0.0,77.0,0.0,19.0,40.0,34.0,148.0
TJSP,9619,FRANCO DA ROCHA,SP,01 CIVEL DE FRANCO DA ROCHA,"G1, JE",8.368,8.674,3.7,423.0,751.0,77.5,2.424,2.105,2.501,10.33,1.812,690.0,1.174,366.0,32.0,40.0,79.0,87.0
TJSP,12717,EMBU DAS ARTES,SP,01 CUMULATIVA DE EMBU DAS ARTES,"G1, JE",12.534,13.53,7.9,1.437,1.979,37.7,4.47,3.687,3.19,20.54,2.465,876.0,3.727,29.0,28.0,40.0,76.0,82.0
TJSP,9543,CRUZEIRO,SP,01 CIVEL DE CRUZEIRO,"G1, JE",5.858,5.503,-6.1,1.189,814.0,-31.5,2.155,1.935,5.12,6.458,1.503,609.0,918.0,15.0,22.0,40.0,71.0,90.0
TJSP,9993,OSASCO,SP,INFANCIA JUVENTUDE DE OSASCO,G1,1.549,1.698,9.6,28.0,32.0,14.3,1.209,1.185,6.457,1.189,478.0,421.0,644.0,7.0,8.0,40.0,58.0,98.0
TJSP,10576,SAO PAULO,SP,12 CIVEL DE CENTRAL,"G1, JE",9.277,10.105,8.9,645.0,1.534,137.8,5.41,4.743,1.955,41.754,3.56,1.202,2.009,75.0,12.0,40.0,64.0,88.0
TJSP,10020,PARAIBUNA,SP,VARA UNICA DE PARAIBUNA,"G1, JE",5.124,4.491,-12.4,1.573,1.059,-32.7,1.303,1.951,2.605,14.08,1.014,695.0,833.0,39.0,60.0,40.0,64.0,150.0
TJSP,74698,CASA BRANCA,SP,VARA PLANTÃO DA 43ª C J - CASA BRANCA,"G1, JE",253.0,311.0,22.9,92.0,104.0,13.0,319.0,5.0,11.0,306.0,1.0,0.0,77.0,0.0,0.0,40.0,97.0,2.0
TJSP,10242,SANTO ANDRE,SP,01 CRIMINAL DE SANTO ANDRE,"G1, JE",809.0,889.0,9.9,301.0,307.0,2.0,534.0,451.0,1.08,1.909,428.0,2.0,250.0,0.0,11.0,40.0,56.0,84.0
TJSP,10451,SAO PAULO,SP,01 VARA JUIZADO ESPECIAL CIVEL DE PENHA,"G1, JE",9.578,10.054,5.0,265.0,357.0,34.7,6.582,6.615,13.174,10.358,3.121,985.0,2.468,76.0,9.0,40.0,59.0,101.0
TJSP,10598,SAO PAULO,SP,34 CIVEL DE CENTRAL,"G1, JE",17.827,18.454,3.5,6.698,7.279,8.7,5.162,4.118,3.543,32.256,2.898,746.0,1.485,429.0,20.0,40.0,73.0,80.0
TJSP,70862,SAO PAULO,SP,15ª CÂMARA DE DIREITO PRIVADO,G2,10.789,11.963,10.9,2.702,2.918,8.0,17.156,12.337,14.17,12.3,812.0,683.0,1.693,1.51,2.0,40.0,42.0,72.0
TJSP,9998,OURINHOS,SP,01 CIVEL DE OURINHOS,"G1, JE",7.702,7.889,2.4,1.04,1.348,29.6,2.398,2.125,6.074,4.968,1.468,463.0,994.0,287.0,28.0,40.0,75.0,89.0
TJSP,10520,SAO PAULO,SP,13 CRIMINAL DE CENTRAL,"G1, JE",2.158,2.092,-3.1,510.0,566.0,11.0,750.0,908.0,3.166,2.646,1.024,0.0,573.0,7.0,22.0,40.0,63.0,121.0
TJSP,10712,TAMBAU,SP,VARA UNICA DE TAMBAU,"G1, JE",8.277,7.583,-8.4,2.449,2.453,0.2,2.429,3.083,7.92,5.744,1.897,481.0,1.234,28.0,36.0,40.0,62.0,127.0
TJSP,10764,VALINHOS,SP,01 CUMULATIVA DE VALINHOS,"G1, JE",10.554,10.525,-0.3,1.636,1.705,4.2,2.841,2.857,56.0,12.624,1.481,754.0,987.0,70.0,29.0,40.0,76.0,101.0
TJSP,9549,CUBATAO,SP,04 CUMULATIVA DE CUBATAO,"G1, JE",3.837,4.351,13.4,967.0,1.125,16.3,1.773,1.271,4.013,7.708,883.0,289.0,775.0,2.0,15.0,40.0,71.0,72.0
TJSP,9984,OSASCO,SP,02 CRIMINAL DE OSASCO,"G1, JE",3.744,3.221,-14.0,239.0,472.0,97.5,1.125,1.605,65.0,7.829,400.0,1.0,696.0,10.0,57.0,40.0,63.0,143.0
TJSP,59242,NOVA ODESSA,SP,SEF DE NOVA ODESSA,G1,12.881,11.96,-7.2,4.657,3.906,-16.1,641.0,2.746,986.0,6.856,3.063,262.0,3.248,27.0,105.0,40.0,75.0,428.0
TJSP,10336,SAO JOSE DO RIO PARDO,SP,02 CUMULATIVA DE SAO JOSE DO RIO PARDO,"G1, JE",8.514,8.491,-0.3,2.083,1.831,-12.1,2.205,1.909,7.47,7.062,1.319,377.0,1.489,55.0,44.0,40.0,78.0,87.0
TJSP,9932,MOGI GUAÇU,SP,CRIMINAL DE MOJI GUACU,"G1, JE",9.767,7.786,-20.3,951.0,1.193,25.4,2.092,3.997,5.138,4.048,1.87,6.0,3.127,187.0,39.0,40.0,62.0,191.0
TJSP,10095,POA,SP,02 CIVEL DE POA,"G1, JE",7.039,7.759,10.2,1.572,1.721,9.5,2.83,2.082,2.106,12.604,1.461,616.0,1.6,11.0,22.0,40.0,74.0,74.0
TJSP,10017,PARAGUACU PAULISTA,SP,01 CUMULATIVA DE PARAGUACU PAULISTA,"G1, JE",9.657,7.33,-24.1,700.0,737.0,5.3,1.849,4.294,1.019,8.185,1.387,4.584,2.811,77.0,55.0,40.0,61.0,232.0
TJSP,10101,PORTO FELIZ,SP,02 CUMULATIVA DE PORTO FELIZ,"G1, JE",5.24,4.986,-4.8,1.089,1.045,-4.0,2.033,1.933,1.422,6.964,1.48,850.0,735.0,25.0,70.0,40.0,67.0,95.0
TJSP,10429,SAO PAULO,SP,01 CIVEL DE LAPA,"G1, JE",13.384,13.43,0.3,3.691,3.774,2.2,5.352,5.238,28.019,23.743,3.186,942.0,1.546,48.0,17.0,40.0,65.0,98.0
